product_id,product_name,category,sub_category,brand,cost_price,list_price
PROD00305,BrightHome Furniture Model-0305,Home & Kitchen,Furniture,BrightHome,2078.63,3268.0
PROD00306,CookCraft Appliances Model-0306,Home & Kitchen,Appliances,CookCraft,265.73,455.09
PROD00307,HomeNest Appliances Model-0307,Home & Kitchen,Appliances,HomeNest,249.04,455.11
PROD00308,RunX Yoga Model-0308,Sports,Yoga,RunX,809.97,1452.15
PROD00309,UrbanWeave Accessories Model-0309,Fashion,Accessories,UrbanWeave,574.69,1080.92
PROD00310,Astra Smart Home Model-0310,Electronics,Smart Home,Astra,5330.29,9597.78
PROD00311,ZenLiving Decor Model-0311,Home & Kitchen,Decor,ZenLiving,2196.41,3635.19
PROD00312,ModeHub Kids Model-0312,Fashion,Kids,ModeHub,2474.92,3145.51
PROD00313,HomeNest Decor Model-0313,Home & Kitchen,Decor,HomeNest,980.6,1455.46
PROD00314,Bloom Personal Care Model-0314,Beauty,Personal Care,Bloom,1410.61,2902.3
PROD00315,PureAura Skincare Model-0315,Beauty,Skincare,PureAura,1314.88,1721.81
PROD00316,StreetNine Women Model-0316,Fashion,Women,StreetNine,1107.83,2063.83
PROD00317,CasaPlus Appliances Model-0317,Home & Kitchen,Appliances,CasaPlus,738.77,1042.82
PROD00318,PureAura Personal Care Model-0318,Beauty,Personal Care,PureAura,631.35,1225.13
PROD00319,PixelPro Accessories Model-0319,Electronics,Accessories,PixelPro,4291.91,5227.71
PROD00320,GlowLab Personal Care Model-0320,Beauty,Personal Care,GlowLab,1328.2,2372.04
PROD00321,Trendora Footwear Model-0321,Fashion,Footwear,Trendora,223.98,318.81
PROD00322,FitCore Team Sports Model-0322,Sports,Team Sports,FitCore,225.09,330.55
PROD00323,BrightHome Furniture Model-0323,Home & Kitchen,Furniture,BrightHome,773.99,1126.66
PROD00324,Viva Kids Model-0324,Fashion,Kids,Viva,275.41,383.14
PROD00325,GlowLab Skincare Model-0325,Beauty,Skincare,GlowLab,3134.85,6841.87
PROD00326,FitCore Yoga Model-0326,Sports,Yoga,FitCore,345.5,665.74
PROD00327,FlexGear Running Model-0327,Sports,Running,FlexGear,470.28,638.54
PROD00328,RunX Team Sports Model-0328,Sports,Team Sports,RunX,1078.73,2277.8
PROD00329,PeakMotion Yoga Model-0329,Sports,Yoga,PeakMotion,2927.38,4544.93
PROD00330,PureAura Personal Care Model-0330,Beauty,Personal Care,PureAura,920.35,1422.01
PROD00331,HomeNest Storage Model-0331,Home & Kitchen,Storage,HomeNest,1031.01,1792.09
PROD00332,Trendora Men Model-0332,Fashion,Men,Trendora,608.1,1054.34
PROD00333,BrightHome Decor Model-0333,Home & Kitchen,Decor,BrightHome,1738.62,2283.32
PROD00334,FitCore Outdoor Model-0334,Sports,Outdoor,FitCore,72.67,147.5
PROD00335,FlexGear Yoga Model-0335,Sports,Yoga,FlexGear,2162.79,2800.11
PROD00336,ActivePro Yoga Model-0336,Sports,Yoga,ActivePro,1170.04,2404.6
PROD00337,Bloom Personal Care Model-0337,Beauty,Personal Care,Bloom,614.85,834.83
PROD00338,HomeNest Appliances Model-0338,Home & Kitchen,Appliances,HomeNest,780.91,1423.2
PROD00339,FitCore Outdoor Model-0339,Sports,Outdoor,FitCore,429.1,895.53
PROD00340,UrbanWeave Accessories Model-0340,Fashion,Accessories,UrbanWeave,859.54,1174.09
PROD00341,Viva Footwear Model-0341,Fashion,Footwear,Viva,806.78,1278.82
PROD00342,Voltix Accessories Model-0342,Electronics,Accessories,Voltix,1228.04,2196.46
PROD00343,UrbanWeave Women Model-0343,Fashion,Women,UrbanWeave,514.28,843.06
PROD00344,Viva Women Model-0344,Fashion,Women,Viva,714.54,871.65
PROD00345,FlexGear Team Sports Model-0345,Sports,Team Sports,FlexGear,1264.24,2300.96
PROD00346,BrightHome Kitchen Model-0346,Home & Kitchen,Kitchen,BrightHome,138.36,212.39
PROD00347,ZenLiving Furniture Model-0347,Home & Kitchen,Furniture,ZenLiving,1452.92,1841.43
PROD00348,HomeNest Storage Model-0348,Home & Kitchen,Storage,HomeNest,136.91,254.09
PROD00349,ModeHub Accessories Model-0349,Fashion,Accessories,ModeHub,277.39,569.64
PROD00350,PureAura Haircare Model-0350,Beauty,Haircare,PureAura,1938.5,3330.18
PROD00351,UrbanWeave Accessories Model-0351,Fashion,Accessories,UrbanWeave,750.38,1168.91
PROD00352,StreetNine Kids Model-0352,Fashion,Kids,StreetNine,1483.52,2774.06
PROD00353,Trendora Footwear Model-0353,Fashion,Footwear,Trendora,859.86,1247.44
PROD00354,Trendora Men Model-0354,Fashion,Men,Trendora,1816.9,2340.07
PROD00355,FitCore Yoga Model-0355,Sports,Yoga,FitCore,2636.92,5142.11
PROD00356,SoundMax Accessories Model-0356,Electronics,Accessories,SoundMax,660.37,947.77
PROD00357,Voltix Audio Model-0357,Electronics,Audio,Voltix,42.03,78.66
PROD00358,PureAura Personal Care Model-0358,Beauty,Personal Care,PureAura,1407.48,3066.81
PROD00359,PeakMotion Outdoor Model-0359,Sports,Outdoor,PeakMotion,372.01,583.81
PROD00360,ZenLiving Appliances Model-0360,Home & Kitchen,Appliances,ZenLiving,1585.86,3080.63
PROD00361,CookCraft Appliances Model-0361,Home & Kitchen,Appliances,CookCraft,769.01,1077.04
PROD00362,CookCraft Appliances Model-0362,Home & Kitchen,Appliances,CookCraft,1672.0,2156.27
PROD00363,ActivePro Running Model-0363,Sports,Running,ActivePro,492.28,709.5
PROD00364,CasaPlus Storage Model-0364,Home & Kitchen,Storage,CasaPlus,4996.93,6905.71
PROD00365,VelvetSkin Skincare Model-0365,Beauty,Skincare,VelvetSkin,176.23,297.03
PROD00366,ActivePro Team Sports Model-0366,Sports,Team Sports,ActivePro,841.26,1387.41
PROD00367,Bloom Makeup Model-0367,Beauty,Makeup,Bloom,2209.43,3467.09
PROD00368,Trendora Men Model-0368,Fashion,Men,Trendora,1830.92,3347.14
PROD00369,RunX Yoga Model-0369,Sports,Yoga,RunX,629.37,1128.94
PROD00370,RunX Outdoor Model-0370,Sports,Outdoor,RunX,352.29,717.37
PROD00371,BrightHome Kitchen Model-0371,Home & Kitchen,Kitchen,BrightHome,1346.03,1674.18
PROD00372,HomeNest Appliances Model-0372,Home & Kitchen,Appliances,HomeNest,1041.84,1874.56
PROD00373,FitCore Team Sports Model-0373,Sports,Team Sports,FitCore,1478.17,3173.63
PROD00374,ModeHub Accessories Model-0374,Fashion,Accessories,ModeHub,402.44,513.37
PROD00375,FitCore Outdoor Model-0375,Sports,Outdoor,FitCore,673.69,823.04
PROD00376,Trendora Women Model-0376,Fashion,Women,Trendora,813.84,1726.78
PROD00377,CasaPlus Storage Model-0377,Home & Kitchen,Storage,CasaPlus,334.32,546.14
PROD00378,Trendora Women Model-0378,Fashion,Women,Trendora,7202.96,10385.24
PROD00379,UrbanWeave Men Model-0379,Fashion,Men,UrbanWeave,1105.42,2104.52
PROD00380,Bloom Personal Care Model-0380,Beauty,Personal Care,Bloom,528.38,729.48
PROD00381,ActivePro Team Sports Model-0381,Sports,Team Sports,ActivePro,180.73,219.93
PROD00382,Viva Kids Model-0382,Fashion,Kids,Viva,426.91,538.31
PROD00383,Astra Laptops Model-0383,Electronics,Laptops,Astra,349.28,631.3
PROD00384,HomeNest Kitchen Model-0384,Home & Kitchen,Kitchen,HomeNest,938.8,1516.01
PROD00385,UrbanWeave Accessories Model-0385,Fashion,Accessories,UrbanWeave,1696.28,2418.89
PROD00386,NovaTech Accessories Model-0386,Electronics,Accessories,NovaTech,794.42,1020.19
PROD00387,Trendora Footwear Model-0387,Fashion,Footwear,Trendora,1998.5,2893.76
PROD00388,FlexGear Fitness Model-0388,Sports,Fitness,FlexGear,776.04,974.54
PROD00389,VelvetSkin Personal Care Model-0389,Beauty,Personal Care,VelvetSkin,731.86,1481.81
PROD00390,VelvetSkin Personal Care Model-0390,Beauty,Personal Care,VelvetSkin,1052.41,1378.15
PROD00391,UrbanWeave Kids Model-0391,Fashion,Kids,UrbanWeave,434.75,810.55
PROD00392,Bloom Makeup Model-0392,Beauty,Makeup,Bloom,638.49,996.72
PROD00393,VelvetSkin Haircare Model-0393,Beauty,Haircare,VelvetSkin,1474.04,2257.23
PROD00394,Bloom Haircare Model-0394,Beauty,Haircare,Bloom,236.79,497.3
PROD00395,HomeNest Kitchen Model-0395,Home & Kitchen,Kitchen,HomeNest,347.43,548.94
PROD00396,HomeNest Furniture Model-0396,Home & Kitchen,Furniture,HomeNest,346.03,625.7
PROD00397,PureAura Fragrance Model-0397,Beauty,Fragrance,PureAura,634.71,1050.89
PROD00398,PureAura Skincare Model-0398,Beauty,Skincare,PureAura,738.5,1097.91
PROD00399,BrightHome Storage Model-0399,Home & Kitchen,Storage,BrightHome,162.76,293.4
PROD00400,Astra Laptops Model-0400,Electronics,Laptops,Astra,1259.29,2114.35
PROD00401,PureAura Haircare Model-0401,Beauty,Haircare,PureAura,702.18,914.79
PROD00402,SoundMax Laptops Model-0402,Electronics,Laptops,SoundMax,1157.68,2050.18
PROD00403,Viva Men Model-0403,Fashion,Men,Viva,883.69,1813.1
PROD00404,Trendora Accessories Model-0404,Fashion,Accessories,Trendora,813.02,1700.8
PROD00405,Trendora Accessories Model-0405,Fashion,Accessories,Trendora,618.78,944.54
PROD00406,PureAura Personal Care Model-0406,Beauty,Personal Care,PureAura,3174.73,4528.62
PROD00407,GlowLab Fragrance Model-0407,Beauty,Fragrance,GlowLab,550.44,809.87
PROD00408,PureAura Personal Care Model-0408,Beauty,Personal Care,PureAura,1127.61,1401.88
PROD00409,StreetNine Men Model-0409,Fashion,Men,StreetNine,1191.49,2338.17
PROD00410,SoundMax Audio Model-0410,Electronics,Audio,SoundMax,264.6,489.62
PROD00411,Bloom Fragrance Model-0411,Beauty,Fragrance,Bloom,593.1,828.38
PROD00412,StreetNine Men Model-0412,Fashion,Men,StreetNine,534.28,1033.15
PROD00413,FitCore Team Sports Model-0413,Sports,Team Sports,FitCore,1553.71,3207.8
PROD00414,Bloom Personal Care Model-0414,Beauty,Personal Care,Bloom,421.15,698.67
PROD00415,ActivePro Team Sports Model-0415,Sports,Team Sports,ActivePro,263.7,441.84
PROD00416,BrightHome Kitchen Model-0416,Home & Kitchen,Kitchen,BrightHome,203.03,259.82
PROD00417,NovaTech Laptops Model-0417,Electronics,Laptops,NovaTech,884.09,1068.07
PROD00418,VelvetSkin Skincare Model-0418,Beauty,Skincare,VelvetSkin,769.5,1210.88
PROD00419,BrightHome Storage Model-0419,Home & Kitchen,Storage,BrightHome,1341.01,2262.48
PROD00420,Bloom Haircare Model-0420,Beauty,Haircare,Bloom,2923.9,4780.97
PROD00421,CasaPlus Storage Model-0421,Home & Kitchen,Storage,CasaPlus,552.02,1051.82
PROD00422,Bloom Skincare Model-0422,Beauty,Skincare,Bloom,3605.47,7873.72
PROD00423,Astra Mobiles Model-0423,Electronics,Mobiles,Astra,2295.12,4089.98
PROD00424,ActivePro Yoga Model-0424,Sports,Yoga,ActivePro,832.71,1248.32
PROD00425,HomeNest Furniture Model-0425,Home & Kitchen,Furniture,HomeNest,1046.86,1620.25
PROD00426,Voltix Laptops Model-0426,Electronics,Laptops,Voltix,230.06,291.52
PROD00427,CookCraft Storage Model-0427,Home & Kitchen,Storage,CookCraft,480.12,893.7
PROD00428,Bloom Fragrance Model-0428,Beauty,Fragrance,Bloom,1098.19,2153.39
PROD00429,NovaTech Audio Model-0429,Electronics,Audio,NovaTech,414.13,856.82
PROD00430,PixelPro Smart Home Model-0430,Electronics,Smart Home,PixelPro,212.68,386.02
PROD00431,PeakMotion Team Sports Model-0431,Sports,Team Sports,PeakMotion,602.27,1295.13
PROD00432,ModeHub Kids Model-0432,Fashion,Kids,ModeHub,240.39,506.78
PROD00433,Viva Men Model-0433,Fashion,Men,Viva,1072.49,1342.03
PROD00434,SoundMax Accessories Model-0434,Electronics,Accessories,SoundMax,546.06,904.12
PROD00435,StreetNine Women Model-0435,Fashion,Women,StreetNine,480.97,782.73
PROD00436,NovaTech Audio Model-0436,Electronics,Audio,NovaTech,359.39,493.61
PROD00437,PeakMotion Fitness Model-0437,Sports,Fitness,PeakMotion,1828.5,3085.92
PROD00438,Viva Accessories Model-0438,Fashion,Accessories,Viva,170.36,205.34
PROD00439,Voltix Smart Home Model-0439,Electronics,Smart Home,Voltix,1512.91,2226.43
PROD00440,StreetNine Accessories Model-0440,Fashion,Accessories,StreetNine,392.48,527.47
PROD00441,Trendora Accessories Model-0441,Fashion,Accessories,Trendora,1469.53,2302.46
PROD00442,Trendora Men Model-0442,Fashion,Men,Trendora,1577.29,2466.37
PROD00443,StreetNine Footwear Model-0443,Fashion,Footwear,StreetNine,400.18,871.58
PROD00444,CookCraft Appliances Model-0444,Home & Kitchen,Appliances,CookCraft,677.5,962.16
PROD00445,FitCore Outdoor Model-0445,Sports,Outdoor,FitCore,153.62,260.42
PROD00446,PureAura Personal Care Model-0446,Beauty,Personal Care,PureAura,8613.5,15182.17
PROD00447,Bloom Haircare Model-0447,Beauty,Haircare,Bloom,833.21,1651.7
PROD00448,SoundMax Mobiles Model-0448,Electronics,Mobiles,SoundMax,3537.48,7338.22
PROD00449,Astra Laptops Model-0449,Electronics,Laptops,Astra,660.28,941.15
PROD00450,SoundMax Smart Home Model-0450,Electronics,Smart Home,SoundMax,1400.5,2328.75
PROD00451,FitCore Running Model-0451,Sports,Running,FitCore,6189.38,10433.54
PROD00452,BrightHome Appliances Model-0452,Home & Kitchen,Appliances,BrightHome,2041.03,2450.06
PROD00453,HomeNest Kitchen Model-0453,Home & Kitchen,Kitchen,HomeNest,455.49,948.16
PROD00454,Voltix Laptops Model-0454,Electronics,Laptops,Voltix,558.98,773.1
PROD00455,ModeHub Footwear Model-0455,Fashion,Footwear,ModeHub,1569.58,3278.98
PROD00456,VelvetSkin Personal Care Model-0456,Beauty,Personal Care,VelvetSkin,203.49,302.4
PROD00457,VelvetSkin Personal Care Model-0457,Beauty,Personal Care,VelvetSkin,1528.36,1908.58
PROD00458,RunX Team Sports Model-0458,Sports,Team Sports,RunX,919.42,1982.49
PROD00459,ZenLiving Kitchen Model-0459,Home & Kitchen,Kitchen,ZenLiving,448.05,764.86
PROD00460,Voltix Audio Model-0460,Electronics,Audio,Voltix,696.17,1390.17
PROD00461,ZenLiving Kitchen Model-0461,Home & Kitchen,Kitchen,ZenLiving,1183.65,2391.64
PROD00462,NovaTech Laptops Model-0462,Electronics,Laptops,NovaTech,1360.15,1755.78
PROD00463,FitCore Running Model-0463,Sports,Running,FitCore,342.05,578.12
PROD00464,Trendora Footwear Model-0464,Fashion,Footwear,Trendora,383.54,733.82
PROD00465,UrbanWeave Kids Model-0465,Fashion,Kids,UrbanWeave,281.02,444.88
PROD00466,StreetNine Women Model-0466,Fashion,Women,StreetNine,1578.47,3394.54
PROD00467,PixelPro Audio Model-0467,Electronics,Audio,PixelPro,143.22,251.98
PROD00468,UrbanWeave Women Model-0468,Fashion,Women,UrbanWeave,1081.28,1919.03
PROD00469,CasaPlus Furniture Model-0469,Home & Kitchen,Furniture,CasaPlus,145.53,202.77
PROD00470,ZenLiving Appliances Model-0470,Home & Kitchen,Appliances,ZenLiving,210.11,430.53
PROD00471,Astra Smart Home Model-0471,Electronics,Smart Home,Astra,208.95,397.44
PROD00472,Trendora Men Model-0472,Fashion,Men,Trendora,1956.5,3305.51
PROD00473,StreetNine Women Model-0473,Fashion,Women,StreetNine,1784.27,3012.56
PROD00474,ActivePro Yoga Model-0474,Sports,Yoga,ActivePro,2492.62,4978.04
PROD00475,RunX Fitness Model-0475,Sports,Fitness,RunX,400.15,860.07
PROD00476,ActivePro Fitness Model-0476,Sports,Fitness,ActivePro,2127.8,3532.47
PROD00477,UrbanWeave Kids Model-0477,Fashion,Kids,UrbanWeave,719.6,1134.47
PROD00478,GlowLab Makeup Model-0478,Beauty,Makeup,GlowLab,3189.74,5457.48
PROD00479,NovaTech Laptops Model-0479,Electronics,Laptops,NovaTech,715.58,888.53
PROD00480,GlowLab Personal Care Model-0480,Beauty,Personal Care,GlowLab,1690.69,3113.19
PROD00481,StreetNine Accessories Model-0481,Fashion,Accessories,StreetNine,4184.12,5815.35
PROD00482,GlowLab Fragrance Model-0482,Beauty,Fragrance,GlowLab,515.39,775.39
PROD00483,Voltix Smart Home Model-0483,Electronics,Smart Home,Voltix,1106.49,1337.92
PROD00484,HomeNest Appliances Model-0484,Home & Kitchen,Appliances,HomeNest,2352.89,5072.3
PROD00485,BrightHome Storage Model-0485,Home & Kitchen,Storage,BrightHome,2117.93,4189.43
PROD00486,BrightHome Kitchen Model-0486,Home & Kitchen,Kitchen,BrightHome,508.62,1060.18
PROD00487,SoundMax Smart Home Model-0487,Electronics,Smart Home,SoundMax,489.48,1052.47
PROD00488,RunX Yoga Model-0488,Sports,Yoga,RunX,358.16,446.62
PROD00489,CasaPlus Decor Model-0489,Home & Kitchen,Decor,CasaPlus,192.25,313.93
PROD00490,Trendora Kids Model-0490,Fashion,Kids,Trendora,972.14,1377.09
PROD00491,UrbanWeave Accessories Model-0491,Fashion,Accessories,UrbanWeave,1185.34,2349.66
PROD00492,Bloom Skincare Model-0492,Beauty,Skincare,Bloom,2640.43,4769.73
PROD00493,Astra Laptops Model-0493,Electronics,Laptops,Astra,1026.21,1969.24
PROD00494,NovaTech Smart Home Model-0494,Electronics,Smart Home,NovaTech,2036.2,3081.98
PROD00495,Voltix Accessories Model-0495,Electronics,Accessories,Voltix,1050.57,1713.01
PROD00496,Astra Mobiles Model-0496,Electronics,Mobiles,Astra,2420.48,5286.78
PROD00497,StreetNine Men Model-0497,Fashion,Men,StreetNine,428.83,782.5
PROD00498,StreetNine Women Model-0498,Fashion,Women,StreetNine,259.49,382.02
PROD00499,Viva Footwear Model-0499,Fashion,Footwear,Viva,1652.1,3569.83
PROD00500,FitCore Team Sports Model-0500,Sports,Team Sports,FitCore,342.49,749.73
PROD00501,HomeNest Appliances Model-0501,Home & Kitchen,Appliances,HomeNest,1347.11,1734.07
PROD00502,Trendora Kids Model-0502,Fashion,Kids,Trendora,131.74,199.44
PROD00503,ActivePro Fitness Model-0503,Sports,Fitness,ActivePro,1174.49,1508.75
PROD00504,Viva Footwear Model-0504,Fashion,Footwear,Viva,2232.79,4576.83
PROD00505,RunX Running Model-0505,Sports,Running,RunX,290.49,497.91
PROD00506,UrbanWeave Women Model-0506,Fashion,Women,UrbanWeave,5299.54,9407.91
PROD00507,PeakMotion Outdoor Model-0507,Sports,Outdoor,PeakMotion,10552.74,18360.59
PROD00508,VelvetSkin Personal Care Model-0508,Beauty,Personal Care,VelvetSkin,712.65,1286.21
PROD00509,NovaTech Accessories Model-0509,Electronics,Accessories,NovaTech,1568.4,3063.55
PROD00510,BrightHome Storage Model-0510,Home & Kitchen,Storage,BrightHome,286.03,387.32
PROD00511,Bloom Skincare Model-0511,Beauty,Skincare,Bloom,753.36,1280.48
PROD00512,Viva Kids Model-0512,Fashion,Kids,Viva,1626.55,2337.17
PROD00513,CasaPlus Decor Model-0513,Home & Kitchen,Decor,CasaPlus,2550.9,3915.15
PROD00514,Viva Footwear Model-0514,Fashion,Footwear,Viva,302.66,536.44
PROD00515,CasaPlus Appliances Model-0515,Home & Kitchen,Appliances,CasaPlus,311.19,461.3
PROD00516,PureAura Skincare Model-0516,Beauty,Skincare,PureAura,594.46,765.79
PROD00517,HomeNest Kitchen Model-0517,Home & Kitchen,Kitchen,HomeNest,1112.24,1650.8
PROD00518,CasaPlus Kitchen Model-0518,Home & Kitchen,Kitchen,CasaPlus,892.41,1791.73
PROD00519,SoundMax Accessories Model-0519,Electronics,Accessories,SoundMax,1237.73,1861.13
PROD00520,UrbanWeave Footwear Model-0520,Fashion,Footwear,UrbanWeave,1694.76,3724.93
PROD00521,Viva Accessories Model-0521,Fashion,Accessories,Viva,4998.11,6709.62
PROD00522,PureAura Makeup Model-0522,Beauty,Makeup,PureAura,461.14,672.63
PROD00523,Viva Footwear Model-0523,Fashion,Footwear,Viva,3207.12,5672.57
PROD00524,Trendora Accessories Model-0524,Fashion,Accessories,Trendora,1908.64,2798.44
PROD00525,Trendora Accessories Model-0525,Fashion,Accessories,Trendora,584.79,1096.17
PROD00526,PureAura Makeup Model-0526,Beauty,Makeup,PureAura,731.11,1012.45
PROD00527,ModeHub Men Model-0527,Fashion,Men,ModeHub,734.27,1020.63
PROD00528,HomeNest Furniture Model-0528,Home & Kitchen,Furniture,HomeNest,611.89,1253.79
PROD00529,RunX Fitness Model-0529,Sports,Fitness,RunX,1142.26,1583.56
PROD00530,HomeNest Furniture Model-0530,Home & Kitchen,Furniture,HomeNest,456.7,619.02
PROD00531,ActivePro Yoga Model-0531,Sports,Yoga,ActivePro,927.54,1586.0
PROD00532,NovaTech Smart Home Model-0532,Electronics,Smart Home,NovaTech,1709.82,3421.25
PROD00533,Astra Laptops Model-0533,Electronics,Laptops,Astra,891.54,1376.62
PROD00534,ActivePro Team Sports Model-0534,Sports,Team Sports,ActivePro,893.07,1683.31
PROD00535,HomeNest Appliances Model-0535,Home & Kitchen,Appliances,HomeNest,284.67,431.0
PROD00536,Voltix Laptops Model-0536,Electronics,Laptops,Voltix,1152.63,2138.09
PROD00537,SoundMax Accessories Model-0537,Electronics,Accessories,SoundMax,524.81,896.78
PROD00538,UrbanWeave Footwear Model-0538,Fashion,Footwear,UrbanWeave,1345.3,2811.45
PROD00539,Viva Footwear Model-0539,Fashion,Footwear,Viva,226.62,475.8
PROD00540,CookCraft Kitchen Model-0540,Home & Kitchen,Kitchen,CookCraft,575.32,1014.26
PROD00541,Astra Mobiles Model-0541,Electronics,Mobiles,Astra,465.27,745.97
PROD00542,GlowLab Skincare Model-0542,Beauty,Skincare,GlowLab,1835.54,3355.85
PROD00543,Luma Haircare Model-0543,Beauty,Haircare,Luma,761.94,1520.48
PROD00544,PureAura Personal Care Model-0544,Beauty,Personal Care,PureAura,456.82,765.68
PROD00545,GlowLab Fragrance Model-0545,Beauty,Fragrance,GlowLab,3781.38,7911.06
PROD00546,FitCore Fitness Model-0546,Sports,Fitness,FitCore,1555.37,2342.77
PROD00547,BrightHome Kitchen Model-0547,Home & Kitchen,Kitchen,BrightHome,151.99,243.05
PROD00548,SoundMax Smart Home Model-0548,Electronics,Smart Home,SoundMax,3773.08,7838.56
PROD00549,GlowLab Haircare Model-0549,Beauty,Haircare,GlowLab,1921.33,2706.64
PROD00550,BrightHome Furniture Model-0550,Home & Kitchen,Furniture,BrightHome,172.84,374.15
PROD00551,Trendora Accessories Model-0551,Fashion,Accessories,Trendora,2710.33,3567.2
PROD00552,NovaTech Laptops Model-0552,Electronics,Laptops,NovaTech,88.0,159.39
PROD00553,NovaTech Audio Model-0553,Electronics,Audio,NovaTech,241.82,421.8
PROD00554,SoundMax Mobiles Model-0554,Electronics,Mobiles,SoundMax,73.67,95.0
PROD00555,BrightHome Appliances Model-0555,Home & Kitchen,Appliances,BrightHome,5573.36,11164.93
PROD00556,FitCore Fitness Model-0556,Sports,Fitness,FitCore,1943.77,3472.52
PROD00557,StreetNine Women Model-0557,Fashion,Women,StreetNine,2153.41,3759.62
PROD00558,Bloom Makeup Model-0558,Beauty,Makeup,Bloom,637.77,1101.62
PROD00559,SoundMax Laptops Model-0559,Electronics,Laptops,SoundMax,4282.93,8090.86
PROD00560,PeakMotion Outdoor Model-0560,Sports,Outdoor,PeakMotion,79.33,168.48
PROD00561,Astra Accessories Model-0561,Electronics,Accessories,Astra,913.1,1565.36
PROD00562,PixelPro Accessories Model-0562,Electronics,Accessories,PixelPro,470.1,687.49
PROD00563,ModeHub Women Model-0563,Fashion,Women,ModeHub,369.09,616.32
PROD00564,Trendora Women Model-0564,Fashion,Women,Trendora,904.03,1785.02
PROD00565,CookCraft Appliances Model-0565,Home & Kitchen,Appliances,CookCraft,1163.67,2201.74
PROD00566,Viva Footwear Model-0566,Fashion,Footwear,Viva,384.61,775.52
PROD00567,UrbanWeave Accessories Model-0567,Fashion,Accessories,UrbanWeave,413.6,540.51
PROD00568,PixelPro Smart Home Model-0568,Electronics,Smart Home,PixelPro,2775.1,6054.92
PROD00569,BrightHome Furniture Model-0569,Home & Kitchen,Furniture,BrightHome,252.86,491.77
PROD00570,SoundMax Accessories Model-0570,Electronics,Accessories,SoundMax,570.69,1045.32
PROD00571,Luma Fragrance Model-0571,Beauty,Fragrance,Luma,2659.48,3901.85
PROD00572,ActivePro Running Model-0572,Sports,Running,ActivePro,7646.38,14105.4
PROD00573,FlexGear Running Model-0573,Sports,Running,FlexGear,3146.06,6005.53
PROD00574,FitCore Team Sports Model-0574,Sports,Team Sports,FitCore,2819.96,4716.54
PROD00575,PixelPro Audio Model-0575,Electronics,Audio,PixelPro,1577.97,2085.23
PROD00576,SoundMax Mobiles Model-0576,Electronics,Mobiles,SoundMax,287.69,617.13
PROD00577,Trendora Women Model-0577,Fashion,Women,Trendora,964.17,1477.98
PROD00578,FitCore Yoga Model-0578,Sports,Yoga,FitCore,220.22,478.84
PROD00579,SoundMax Laptops Model-0579,Electronics,Laptops,SoundMax,350.15,760.19
PROD00580,PeakMotion Team Sports Model-0580,Sports,Team Sports,PeakMotion,1876.77,2533.49
PROD00581,ModeHub Men Model-0581,Fashion,Men,ModeHub,3264.81,4589.96
PROD00582,Luma Skincare Model-0582,Beauty,Skincare,Luma,3328.83,5871.35
PROD00583,CookCraft Kitchen Model-0583,Home & Kitchen,Kitchen,CookCraft,2815.37,3917.27
PROD00584,SoundMax Smart Home Model-0584,Electronics,Smart Home,SoundMax,1418.94,2356.18
PROD00585,CasaPlus Storage Model-0585,Home & Kitchen,Storage,CasaPlus,416.63,832.23
PROD00586,GlowLab Haircare Model-0586,Beauty,Haircare,GlowLab,491.42,867.04
PROD00587,Voltix Smart Home Model-0587,Electronics,Smart Home,Voltix,1982.66,2540.46
PROD00588,Trendora Kids Model-0588,Fashion,Kids,Trendora,2483.55,5458.12
PROD00589,RunX Yoga Model-0589,Sports,Yoga,RunX,606.75,942.11
PROD00590,FlexGear Team Sports Model-0590,Sports,Team Sports,FlexGear,2568.44,3468.02
PROD00591,SoundMax Accessories Model-0591,Electronics,Accessories,SoundMax,1196.02,2594.33
PROD00592,CasaPlus Furniture Model-0592,Home & Kitchen,Furniture,CasaPlus,195.09,245.45
PROD00593,PeakMotion Yoga Model-0593,Sports,Yoga,PeakMotion,983.8,1591.38
PROD00594,Viva Women Model-0594,Fashion,Women,Viva,2314.56,4670.27
PROD00595,Trendora Accessories Model-0595,Fashion,Accessories,Trendora,353.88,600.92
PROD00596,ModeHub Footwear Model-0596,Fashion,Footwear,ModeHub,217.14,295.43
PROD00597,Astra Mobiles Model-0597,Electronics,Mobiles,Astra,1354.22,1933.47
PROD00598,PureAura Haircare Model-0598,Beauty,Haircare,PureAura,99.22,154.68
PROD00599,PixelPro Audio Model-0599,Electronics,Audio,PixelPro,1326.62,2449.48
PROD00600,Viva Kids Model-0600,Fashion,Kids,Viva,129.03,241.74
PROD00601,PureAura Skincare Model-0601,Beauty,Skincare,PureAura,510.26,866.79
PROD00602,FitCore Outdoor Model-0602,Sports,Outdoor,FitCore,370.43,692.32
PROD00603,PixelPro Audio Model-0603,Electronics,Audio,PixelPro,1046.53,1332.94
PROD00604,NovaTech Smart Home Model-0604,Electronics,Smart Home,NovaTech,323.06,574.99
PROD00605,Astra Mobiles Model-0605,Electronics,Mobiles,Astra,267.13,413.29
PROD00606,PureAura Skincare Model-0606,Beauty,Skincare,PureAura,2136.8,3750.17
PROD00607,StreetNine Men Model-0607,Fashion,Men,StreetNine,440.66,541.2
PROD00608,BrightHome Appliances Model-0608,Home & Kitchen,Appliances,BrightHome,165.66,221.21
